Object Name,Object Type,Location,Cluster Location,SLA Domain,Protected On,Total Local Storage (GB),Total Archive Storage (GB),Local Storage Growth (MB/day),Archive Storage Growth (MB/day)
AHS-AFGPRINT-Dev,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-AFGPRINT-Prod1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-AFGPRINT-Prod1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-APEX2k8,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-APEX2k8,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-APP01D,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-APP01D,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-APP01P,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-APP01P,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-APP01T,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-APP01T,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-APP02P,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-APP02P,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-DEV-1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-DEV-1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ARTHIXPROD1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ARTHIXPROD1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ARTHIXTEST1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ARTHIXTEST1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-10,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-10,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-4,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-4,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-5,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-5,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-6,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-6,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-7,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-7,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-8,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-8,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-ART-PROD-9,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-ART-PROD-9,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-APPDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-APPDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-DBDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-DBDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFISDB-Dev3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFISDB-Dev3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFISHELP,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFISHELP,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-HELP-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-BFIS-HELP-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-INTEGRATION,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-INTEGRATION,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-Integration-Prod,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-Integration-Prod,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-INTEGRATION-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-BFIS-INTEGRATION-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-OEMDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-OEMDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-OEMDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-OEMDev2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-REPORT,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-REPORT,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-REPORT-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-BFIS-REPORT-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFISWL-Dev3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFISWL-Dev3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-Workstation-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-BFIS-Workstation-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BFIS-Workstation-Special2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BFIS-Workstation-Special2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BODEV2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BODEV2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BOPROD,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BOPROD,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BOPROD2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BOPROD2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BOTEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BOTEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-BOTEST2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-BOTEST2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CAWEB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CAWEB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDDB3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDDB3,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDDB3_clone,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDDB3_clone,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-OEM-TEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDD-OEM-TEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-ORA-PROD,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDD-ORA-PROD,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-ORA-PROD-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-CDD-ORA-PROD-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD1,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD1-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-CDD-WL-PROD1-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD2,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CDD-WL-PROD2-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,5/30/2018 8:36,0,0,0,0
AHS-CDD-WL-PROD2-Special,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CFAPPTEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CFAPPTEST,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CHARON,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CHARON,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX01,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX02,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX03,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX03,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX04,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX04,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX05,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX05,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX06,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX06,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX07,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX07,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX08,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX08,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX08LICDB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,NL Two Weeks,12/26/2017 15:37,27.1,0,21,0
AHS-CTX08LICDB,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX09,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX09,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX10,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX10,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX11,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX11,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX12,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX12,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX13,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX13,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX14,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX14,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTX15,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTX15,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXAspen,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXAspen,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE801,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXIE801,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE802,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXIE802,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE803,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXIE803,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE804,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXIE804,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE805,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
AHS-CTXIE805,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Local,Unprotected,,0,0,0,0
AHS-CTXIE806,vSphere VM,eagpvmvc01.ea.dii.state.vt.us,Remote,Unprotected,,0,0,0,0
